Device ID,Location,City,State,Zip Code,Display Name,Machine ID,Tags,Mobile (#),Mobile (%),Mobile,Cash,Card,Total,Fee,Discounts,Loyalty,Promotions (!),Net
10000287,"
711 Centerview Blvd
Kissimmee
FL
34741
",Kissimmee,FL,34741,Hobby Lobby - Beverage Machine,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10000289,"
711 Centerview Blvd
Kissimmee
FL
34741
",Kissimmee,FL,34741,Hobby Lobby - Snack Machine,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10000290,"
1925 Prospect Ave
Orlando
FL
32814
",Orlando,FL,32814,Cuhaci & Peterson - Snack Machine,2214,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10006993,"
100 Technology Pkwy Suite 155
Lake Mary
FL
32746
",Lake Mary,FL,32746,Avella - Snack Machine,2284,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10006994,"
100 Technology Pkwy Suite 155
Lake Mary
FL
32746
",Lake Mary,FL,32746,Avella - Beverage Machine,2386,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10006995,"
3707 West Colonial Drive
Orlando
FL
32811
",Orlando,FL,32811,GoCo -  GlassFront Machine,2110,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10006996,"
2600 Maitland Center Pkwy
Maitlando
FL
32888
",Maitlando,FL,32888,iHeart Media -  Beverage Machine 4th FL,2495,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10006997,"
2900 Titan Row Suite 114
Orlando
FL
32809
",Orlando,FL,32809,Fast Mile - Snack Machine,N/A,promo,22,22.41,$23.25,$80.50,$0.00,$103.75,$0.93,$1.00,$0.00,$0.00,$21.32
10006998,"
11486 Corporate Blvd
Orlando
FL
32817
",Orlando,FL,32817,Bank of NY Rouse - Beverage Machine 2nd FL,2241,promo,1,50,$0.75,$0.75,$0.00,$1.50,$0.03,$0.00,$0.00,$0.00,$0.72
10006999,"
3707 West Colonial Drive
Orlando
FL
32811
",Orlando,FL,32811,GoCo -  Snack/ColdFood Machine,2110,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10007000,"
1000 Mid Florida Drive
Orlando
FL
32824
",Orlando,FL,32824,Mondelez - Snack Machine,2137,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10007001,"
1000 Mid Florida Drive
Orlando
FL
2824
",Orlando,FL,2824,Mondelez - Cold Food Machine,2060,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10007002,"
1000 Mid Florida Drive
Orlando
FL
32824
",Orlando,FL,32824,Mondelez - Beverage Machine,2133,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10007003,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS Teacher - Snack Machine #13,2199,promo,1,6.25,$0.75,$11.25,$0.00,$12.00,$0.03,$0.00,$0.00,$0.00,$0.72
10007004,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS Teacher - Snack Machine #14,2158,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020973,"
2600 Maitland Center Pkwy
Maitland
FL
32751
",Maitland,FL,32751,iHeart Media -  Beverage Machine 3rd FL,3055,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020974,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Coke Machine #11,2160,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020975,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS Teacher - Coke Machine #7,2112,promo,1,50,$1.25,$1.25,$0.00,$2.50,$0.05,$0.00,$0.00,$0.00,$1.20
10020976,"
Warehouse
Longwood
FL
32750
",Longwood,FL,32750,Return from ?,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020977,"
1 Jeff Fuqua Blvd
Orlando
FL
32827
",Orlando,FL,32827,United Baggage - Pepsi Machine,2138,promo,3,7.74,$3.00,$35.75,$0.00,$38.75,$0.12,$0.00,$0.00,$0.00,$2.88
10020978,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Coke Machine #12,2176,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020979,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Coke Machine #15,2166,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020980,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Pepsi Machine #5,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020981,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Pepsi Machine #7,2186,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020982,"
8427 South Park Circle Suite 210
Orlando
FL
32819
",Orlando,FL,32819,Strategis Annex - Combo Machine,2036,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020983,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Pepsi Machine #9,2182,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10020984,"
11486 Corporate Blvd
Orlando
FL
32817
",Orlando,FL,32817,Bank of NY Rouse - Snack Machine 3rd FL,2276,promo,9,16.17,$9.20,$47.70,$0.00,$56.90,$0.38,$0.00,$0.00,$0.00,$8.82
10021009,"
1 Jeff Fuqua Blvd
Orlando
FL
32827
",Orlando,FL,32827,United Baggage - Coke Machine,3087,promo,1,3.95,$0.75,$18.25,$0.00,$19.00,$0.03,$0.75,$0.00,$0.00,-$0.03
10021010,"
Warehouse
Longwood
FL
32826
",Longwood,FL,32826,Removed From Carley Beverage Machine,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021011,"
9901 Ringhaver Dr
Orlando
FL
32824
",Orlando,FL,32824,Ring Power - Pepsi Machine Main Breakroom,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021012,"
Warehouse
Longwood
FL
32826
",Longwood,FL,32826,Removed From Carley Snack Machine,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021013,"
9901 Ringhaver Dr
Orlando
FL
32824
",Orlando,FL,32824,Ring Power - Beverage Machine Track Shop,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021014,"
1 Jeff Fuqua Blvd
Orlando
FL
32827
",Orlando,FL,32827,Returned From American Baggage Beverage Machine,3062,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021015,"
1 Jeff Fuqua Blvd
Orlando
FL
32724
",Orlando,FL,32724,United Ops - Beverage machine,2174,promo,13,37.14,$19.50,$33.00,$0.00,$52.50,$0.78,$3.00,$0.00,$1.50,$15.72
10021016,"
9901 Ringhaver Dr
Orlando
FL
32824
",Orlando,FL,32824,Ring Power - Snack Machin  Main Breakroom,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021017,"
9901 Ringhaver Dr
Orlando
FL
32824
",Orlando,FL,32824,Ring Power - Pepsi Machine Rental Office,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021018,"
9901 Ringhaver Dr
Orlando
FL
32824
",Orlando,FL,32824,Ring Power - Snack Machine Office Parts,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021019,"
9901 Ringhaver Dr
Orlando
FL
32824
",Orlando,FL,32824,Ring Power - Coke Machine Main Breakroom,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10021020,"
3225 Lockwood Blvd
Oviedo
FL
32765
",Oviedo,FL,32765,Hagerty HS - Pepsi Machine #1,861,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023085,"
2900 Titan Row Suite 114
Orlando
FL
32809
",Orlando,FL,32809,Fast Mile - Beverage Machine,2293,promo,21,16.73,$30.75,$153.00,$0.00,$183.75,$1.23,$4.50,$0.00,$0.00,$25.02
10023086,"
1033 Semoran Blvd
Orlando
FL
32803
",Orlando,FL,32803,Fedex Bennet - Beverage Machine,2097,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023087,"
Warehouse
Longwood
FL
32809
",Longwood,FL,32809,Removed From LaserShip Snack Machine,2058,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023088,"
2500 North Orange Blossom Trail
Orlando
FL
32804
",Orlando,FL,32804,L3 Adv Laser Systems - Drink Machine,2215,promo,2,5.45,$1.50,$26.00,$0.00,$27.50,$0.06,$0.00,$0.00,$0.00,$1.44
10023089,"
Warehouse
Longwood
FL
32750
",Longwood,FL,32750,Return from ?,2116,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023090,"
Warehouse
Longwood
FL
32837
",Longwood,FL,32837,Removed From Jerry Leigh Beverage Machine,2232,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023091,"
7453 TG Lee Blvd
Orlando
FL
32822
",Orlando,FL,32822,Oracle - Snack Machine,N/A,promo,37,28.62,$41.00,$102.25,$0.00,$143.25,$1.64,$4.00,$0.00,$0.00,$35.36
10023092,"
2500 North Orange Blossom Trail
Orlando
FL
32804
",Orlando,FL,32804,L3 Adv Laser Systems - Snack Machine,2200,promo,2,5.43,$1.90,$33.10,$0.00,$35.00,$0.08,$1.00,$0.00,$0.00,$0.82
10023093,"
7675 Municipal Dr
Orlando
FL
32819
",Orlando,FL,32819,L3 Coleman - Snack Machine,2236,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023094,"
7675 Municipal Dr
Orlando
FL
32819
",Orlando,FL,32819,L3 Coleman - GlassFront Machine,2259,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023095,"
525 Technology Pkwy Suite 153
Lake Mary
FL
32746
",Lake Mary,FL,32746,Axium Healthcare - Snack Machine,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10023096,"
525 Technology Pkwy Suite 153
Lake Mary
FL
32746
",Lake Mary,FL,32746,Axium Healthcare - Drink Machine,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003487,"
1001 Heathrow Park Ln
lake Mary
FL
32746
",lake Mary,FL,32746,Paychex - Snack Machine,2207,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003488,"
1865 South Semoran Blvd
Winter Park
FL
32792
",Winter Park,FL,32792,Herzing - Snack Machine 1st FL,N/A,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003489,"
400 Colonial Center Pkwy
Lake Mary
FL
32746
",Lake Mary,FL,32746,Mitsubishi North - Beverage Machine 5th FL,N/A,promo,4,18.6,$6.00,$20.50,$5.75,$32.25,$0.32,$0.00,$0.00,$0.00,$5.68
20003490,"
4113 South Orlando Dr
Sanford
FL
32773
",Sanford,FL,32773,Subaru - Beverage Machine,2315,promo,1,7.58,$1.25,$15.25,$0.00,$16.50,$0.07,$0.00,$0.00,$0.00,$1.18
20003491,"
283 Cranes Roost Blvd
Altamonte Springs
FL
32701
",Altamonte Springs,FL,32701,Altamonte Lakeside - Snack Machine,2268,promo,5,100,$5.50,$0.00,$0.00,$5.50,$0.29,$0.00,$0.00,$0.00,$5.21
20003492,"
300 Colonial Center Pkwy
Lake Mary
FL
32746
",Lake Mary,FL,32746,Pershing - Snack Machine,2098,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003493,"
1865 South Semoran Blvd
Winter Park
FL
32792
",Winter Park,FL,32792,Herzing - GlassFront Machine 1st FL,2043,promo,2,3.68,$3.75,$46.50,$51.75,$102.00,$0.20,$0.00,$0.00,$0.00,$3.55
20003494,"
1001 Heathrow Park Ln
Lake Mary
FL
32746
",Lake Mary,FL,32746,Paychex - Beverage Machine,2159,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003495,"
240 East Central Pkwy
Altamonte Springs
FL
32701
",Altamonte Springs,FL,32701,Center Pointe 1 - Beverage Machine,2152,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003496,"
400 Colonial Center Pkwy
Lake Mary
FL
32746
",Lake Mary,FL,32746,Mitsubishi North - Snack Machine 4th FL,2181,promo,1,4.63,$1.25,$12.70,$13.05,$27.00,$0.07,$0.00,$0.00,$0.00,$1.18
20003497,"
300 Colonial Center Pkwy
Lake Mary
FL
32746
",Lake Mary,FL,32746,Pershing - GlassFront Machine,2331,promo,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
20003498,"
332 North Magnolia Ave
Orlando
FL
32801
",Orlando,FL,32801,DBKMSN - Combo Machine 2nd FL,2263,promo,17,100,$18.15,$0.00,$0.00,$18.15,$1.00,$0.00,$0.00,$0.00,$17.15
20004231,"
240 East Central Pkwy
Altamonte Springs
FL
32701
",Altamonte Springs,FL,32701,Center Pointe 1 -  Snack Machine,2026,promo,3,6.08,$2.75,$15.00,$27.50,$45.25,$0.14,$0.00,$0.00,$0.00,$2.61
